"Country.Code","year","is.Crisis_1_for_yes","ca_gdp","fd_gdp","stfd_gdp","ca_fdi_gdp","ds_e","mr","pol.est","pol.num.sources"
"COM",2020,0,-0.0179978936313658,0.245813604938916,0.000964092063636013,-0.00316385466140922,8.16876256692706,1.05121392103332,-0.2707852125168,3
"DJI",2020,1,0.115168261382756,0.842177910800824,0.0795856780533002,-0.0497411102602462,1.65714766466641,0.235774400873281,-0.4549574553967,4
"ERI",2020,0,NA,NA,NA,NA,NA,NA,-0.9806647896767,4
"ETH",2020,1,-0.0252541427273292,0.282035705799048,0.00379119572972027,-0.0222538575066646,25.847672910612,0.232261864949116,-1.7576766014099,6
"KEN",2020,1,-0.047599584010274,0.377837725887772,0.0227808376315771,-0.00565017803143113,29.0584245176206,0.537561617033068,-1.0023559331894,6
"MDG",2020,1,-0.0477456454626587,0.370950255538075,0.0209188284541766,-0.0183407896107007,5.03140012779878,0.614953926838081,-0.5296702980995,6
"MWI",2020,1,-0.120364967202061,0.241602186631793,0.0146462539310677,-0.0163470577259616,8.00641580011209,0.218084553786945,-0.1116451397538,6
"MUS",2020,0,-0.0879491099950083,1.10767490066772,0.549681412580351,1.11688857710131,22.936124380559,1.7277406010386,0.8826380968094,4
"MOZ",2020,1,-0.275819234147664,4.20949444367843,0.132041233018561,-0.216309282422188,24.279382725052,0.629793378359787,-1.2977515459061,6
"RWA",2020,1,-0.120530154628473,0.804533064694781,0.0371341212007621,-0.0149851673646166,14.6191002954554,0.710490990862947,0.0832765996456,4
"SYC",2020,0,-0.137358500608898,NA,NA,-0.106703335949154,NA,0.557452133299038,0.7282498478889,4
"SOM",2020,1,NA,0.676979872802557,0.229300353988087,NA,NA,NA,-2.5769681930542,5
"SSD",2020,0,NA,NA,NA,NA,NA,NA,-2.2136266231537,3
"UGA",2020,1,-0.0944656931301706,0.457634435128286,0.0316807640251735,-0.0232296060801179,12.1076362257037,NA,-0.8095933794975,6
"TZA",2020,NA,-0.0179776931167818,0.409316664269093,0.0505231059047923,-0.0109740565872468,14.6167431352751,NA,-0.4661883711815,6
"ZMB",2020,0,0.0531080719830265,1.47369273170322,0.0373497593991703,-0.0100033425370703,22.2213578321835,0.227710193797936,-0.1301036030054,6
"ZWE",2020,0,0.0509658284933668,0.59244472544902,0.179061334030869,-0.00715305240896746,18.6063195109456,0.00667833286954008,-1.0721471309662,6
"AGO",2020,1,0.016261337138106,1.25942580412602,0.118924850025411,0.0364978813348393,39.6165551877252,1.4441986942886,-0.5146146416664,6
"CMR",2020,1,-0.0370931264429783,0.362588533263241,0.00903068112496982,-0.0144892070339409,19.1285102475061,NA,-1.5006181001663,6
"CAF",2020,1,NA,0.386264683979049,0.0570676223456154,NA,NA,0.854791029493522,-2.2345139980316,4
"TCD",2020,1,NA,0.342460424936708,0.00289232900103086,NA,NA,0.147703275277588,-1.245307803154,4
"COG",2020,NA,0.137423462100592,0.506129058925097,0.0270544498254969,0.0955800947211329,15.3576533575574,0.597746632490922,-0.8102323412895,5
"COD",2020,NA,-0.0215968239231659,0.167523179164278,0.0074268196150261,-0.0307507853818687,2.20677343319293,0.112210014158504,-1.7422980070114,6
"GNQ",2020,1,NA,NA,NA,NA,NA,0.0471939519182012,-0.2343259900808,4
"GAB",2020,1,NA,0.497295847259984,0.00493056030033007,NA,NA,NA,-0.0681400299072,5
"STP",2020,0,-0.126113756860528,0.616154291977547,0.0282107221546059,-0.0978915194453207,4.27311259832139,0.545563287514325,0.5016095638275,4
"BWA",2020,0,-0.0865364482050913,0.106993984056778,0.0145856626352027,-0.00670217655835159,3.71166879216151,0.75827099490202,1.0261422395706,6
"SWZ",2020,1,0.0680378219418251,0.240402668227622,0.00662594228278989,-0.0128311717670498,5.39299510085531,0.339915373285822,-0.0559168234468,4
"LSO",2020,1,-0.00816214490248024,0.778776932059996,0.000919287452249573,-0.012549966320317,5.11498489221979,NA,-0.2524642348289,4
"NAM",2020,0,0.0255850315094377,NA,NA,0.0190488356695403,NA,0.318196623637144,0.5294923186302,5
"ZAF",2020,1,0.0201049907377178,0.519553376031116,0.109818835160293,-0.0150744021812445,27.2655257388934,0.654372220781519,-0.2408245801926,7
"BEN",2020,1,-0.0175041319714609,0.338892552237667,0.0180628171996483,-0.00974301650825623,6.47220327722617,NA,-0.4255046844482,4
"BFA",2020,1,0.0414435253698271,0.544066754285104,0,0.00510990212774599,38.6649409884063,NA,-1.5383086204529,6
"CPV",2020,0,-0.170920475862055,1.21585790658444,0,-0.0373887708084666,13.4296465699738,1.02095110752135,0.8874295353889,4
"CIV",2020,NA,-0.0321817843200192,0.409252215965036,0.0172125438699145,-0.0115990838623203,17.9986903027955,NA,NA,NA
"GMB",2020,NA,-0.0477622219514528,0.507164072595693,0.0159348229618294,-0.106535289184471,18.6146820326817,0.665028184817483,0.2564341425896,5
"GHA",2020,1,-0.030466419089906,0.455020518329767,0.0738856910287616,-0.0190363798444709,12.0302046729581,0.634330319310264,0.1843122243881,6
"GIN",2020,1,0.189362469335243,0.293485494698897,0.0105780613517765,-0.0122719717067284,1.50906954368189,0.402231293940421,-0.6673395037651,5
"GNB",2020,1,-0.0270180073116151,0.640316512402737,0.0337011724843576,-0.0144405896210828,9.10939918783229,NA,-0.7346968054771,4
"LBR",2020,1,NA,0.479419317808573,0,NA,11.327997393773,0.30940642516779,-0.3671630620956,7
"MLI",2020,1,-0.0217391655412829,0.334026912837664,0.00414917933131436,-0.0306719017811241,4.75220193230852,NA,-2.1341104507446,5
"MRT",2020,1,-0.0685474617600829,0.679821333250879,0.127917033150491,-0.110394055921616,9.9382574881518,0.544163500738852,-0.7201774716377,4
"NER",2020,1,-0.132109315941143,0.332314110154154,0.00351384211779922,-0.0251496766424691,13.2088690779599,NA,-1.6578882932663,5
"NGA",2020,1,-0.0369874291885954,0.163175533957688,1.33297412837013e-08,-0.00211001266465412,13.3114338925033,1.02768790759975,-1.8704650402069,6
"SEN",2020,1,NA,0.950731830731595,0.06618403505108,NA,35.1554989464909,NA,-0.1390790790319,6
"SLE",2020,1,-0.0788551610424082,0.519091411716655,0.0452682493536494,-0.0425023076911523,13.5317733750652,0.329778144513257,-0.2990298271179,6
"TGO",2020,1,-0.00273778415817298,0.334606934925057,0.0422878351665365,-0.00700444918393647,5.25533092033372,NA,-0.9165742397308,5
"BDI",2019,0,NA,0.241471168810471,0.000103388647970976,NA,13.0190533163792,0.125562236813464,-1.6151589155197,5
"COM",2019,0,-0.0333166132744923,0.221095292197857,0.00158677017925792,-0.00359894022954974,4.05343810015084,0.762383800879238,-0.1546991914511,4
"DJI",2019,0,0.182584262511938,0.826384187171496,0.121534632302617,-0.0566550040200761,1.5231958284713,0.121280312804286,-0.351149469614,4
"ERI",2019,0,NA,NA,NA,NA,NA,0.167126779776065,-0.6984926462173,5
"ETH",2019,0,-0.0523928478014465,0.295860150501181,0.00502784268094319,-0.0265736063499647,28.2892538240738,0.20562761267284,-1.3050727844238,7
"KEN",2019,0,-0.0523846269053638,0.348365420388706,0.0260910268402896,-0.00431076510021382,38.438203089837,0.516329991799029,-1.1017513275147,7
"MDG",2019,0,-0.0214366382686496,0.28676985676166,0.0199431360103236,-0.0264234002199216,3.05274035774656,0.429514877848237,-0.3206964731216,7
"MWI",2019,0,-0.119819282679294,0.220281010641489,0.00619410840581274,-0.00289992472860013,6.70105813726481,0.287942823619919,-0.2801753878593,6
"MUS",2019,0,-0.0497698720320849,0.856247796296366,0.39567122331347,-0.245576121705105,20.8448756775365,1.31566686665163,0.8092755079269,5
"MOZ",2019,1,-0.190662291481956,3.55156811195724,0.108047128807654,-0.221585875934839,34.0159143626145,0.523678386498411,-0.7492420077324,7
"RWA",2019,0,-0.118851541322611,0.629078249247945,0.0331587004876557,-0.0248872039521959,14.3137505848254,0.550911447098458,0.0642396807671,5
"SYC",2019,0,-0.0315342255400376,NA,NA,-0.157467592490581,NA,0.49746830772497,0.6827319264412,4
"SOM",2019,0,NA,0.866821819151889,0.512783717609869,NA,0.054234299065421,NA,-2.3866453170776,6
"SSD",2019,0,NA,NA,NA,NA,NA,NA,-2.5119483470917,4
"UGA",2019,0,-0.0709321638701857,0.395188547901385,0.0269163978854889,-0.0360163014984573,4.71372758372075,NA,-0.6912173628807,7
"TZA",2019,NA,-0.0247343676070186,0.395387294007242,0.0456672598299239,-0.019910001589942,12.5707214287632,NA,-0.3735241889954,7
"ZMB",2019,0,0.00603690808802686,1.16927184850745,0.0358342522464008,0.00636010724710114,31.370098143491,0.201955149895299,-0.113846860826,6
"ZWE",2019,0,0.0421611443478797,0.560962599811267,0.16129126085423,-0.0113179555878344,30.0535049703253,0.0313972403757507,-0.9597494006157,7
"AGO",2019,1,0.0741229380873408,0.934595835721526,0.0470790276853555,0.0252355413108453,33.1483398095843,1.15628610349404,-0.3585249781609,7
"CMR",2019,0,-0.0427282315036325,0.324476972261994,0.00950982368888345,-0.0226581445379766,14.2836601874529,NA,-1.5592167377472,7
"CAF",2019,0,NA,0.382407727030144,0.0595434872804069,NA,NA,0.571460688126427,-2.1382718086243,5
"TCD",2019,0,NA,0.29388684137132,0.00234315614772095,NA,NA,0.115082417539064,-1.3437432050705,5
"COG",2019,NA,0.128025941938685,0.419865292055895,0.0183310295576096,0.145111800389831,6.90654664295559,0.440818915270637,-0.896963596344,6
"COD",2019,NA,-0.0327031365259995,0.146185308550191,0.00737714719098354,-0.0260931443738477,7.19585943514332,0.135339771631376,-1.5938988924027,6
"GNQ",2019,0,NA,NA,NA,NA,NA,0.0194365879031977,-0.1562197506428,4
"GAB",2019,0,NA,0.426618152164313,0.0213119212317323,NA,NA,0.540572826114878,-0.07426173985,6
"STP",2019,0,-0.210624020253594,0.58873870324921,0.0177763193415418,-0.0544022715235239,11.6966692104798,0.31857011307967,0.5139099955559,4
"BWA",2019,0,-0.0691745355875528,0.0937411996088846,0.00833766133825099,-0.00679219563649583,3.01954118188215,0.940009303368735,1.1110551357269,6
"SWZ",2019,0,0.0391843925807315,0.185466234811756,0.00437439029082838,-0.0238164487129311,2.50625387035584,0.240346153167782,-0.2745528519154,4
"LSO",2019,0,-0.0294655948581461,0.645270179072059,0.000147857470925727,-0.01456107272541,4.45034770060379,0.434153219561026,-0.4215104281902,4
"NAM",2019,0,-0.017777884106394,NA,NA,0.0147874987540816,NA,0.253417634820578,0.5296494960785,6
"ZAF",2019,0,-0.0258330280732971,0.490912632448509,0.114523398987496,-0.00508365004516042,18.7086463809991,0.511962112878742,-0.2676704227924,8
"BEN",2019,0,-0.039994814052351,0.27237551778346,0.00347422803181982,-0.0132756060206051,13.8929403059828,NA,-0.4126679599285,5
"BFA",2019,0,-0.0323792792605988,0.565996878142326,0,-0.0090576360752153,49.4363550070393,NA,-1.3023865222931,7
"CPV",2019,0,-0.0110083277793442,0.918950992952198,2.7909841247428e-05,-0.0539549842075411,5.89838796422158,0.927123951529379,0.873942553997,4
"CIV",2019,NA,-0.0230413507049038,0.338771427327946,0.0151992602637988,-0.0126352940525414,21.1857500643047,NA,NA,NA
"GMB",2019,NA,-0.0204445380843568,0.442004252734503,0.0143215308903454,-0.0400913476277327,11.6698409513813,0.413780067094085,0.2247213870287,5
"GHA",2019,0,-0.0272759597820459,0.396291236116944,0.0679109489986486,-0.0481736030680069,9.80065560778126,0.563955733422443,0.1344119459391,7
"GIN",2019,0,-0.0234042433090957,0.223564555639837,0.0143934968168515,-0.00322699152866496,2.73555030999319,0.397445693632254,-0.8432461619377,6
"GNB",2019,1,-0.0885013732314043,0.480480941919928,0.0327862271370991,-0.0495046936107294,5.34212828493319,NA,-0.5580111145973,4
"LBR",2019,0,-0.196832166735006,0.381598607511485,1.70791239236455e-05,-0.0261121194879185,6.52703701727555,0.287580690158193,-0.3314337134361,7
"MLI",2019,0,-0.0745796254901656,0.28987992998927,0.005765760802995,-0.0496559821159804,4.65566753597095,NA,-2.201103925705,6
"MRT",2019,0,-0.103036621256716,0.665716088378093,0.134243961695265,0.109539707365629,14.0677773499328,0.292245005829315,-0.568760573864,5
"NER",2019,1,-0.121739303107026,0.27858238058493,0.00649975286971829,-0.0530424231009055,9.28304177668033,NA,-1.4100866317749,6
"NGA",2019,0,-0.0305391826736416,0.133984299661168,0,-0.00450723220845299,7.10199674473773,0.693774372093543,-1.920183300972,7
"SEN",2019,0,NA,0.8223928965772,0.0739867922631121,NA,23.6134853087938,NA,0.0465478301048,7
"SLE",2019,1,-0.194343548137899,0.45524091237885,0.0457491492075576,-0.0839920036925884,6.88630575135715,0.352954648123886,-0.0528448447585,6
"TGO",2019,0,-0.00767874486716214,0.278789965594944,0.0448972651602916,-0.0419443608341836,5.97777350204439,NA,-0.919564306736,6
"BDI",2018,0,-0.136326257244188,0.219905202714681,9.96194313032543e-05,-0.000369812562785433,9.93248139936809,0.0859094587281898,-1.5717723369598,6
"COM",2018,0,-0.0283224982578205,0.206078768129059,0.00103928164561955,-0.00477150042035572,3.88710601982862,0.819807338523613,-0.34628033638,4
"DJI",2018,0,0.147117694324277,0.796775596955863,0.0822511165676536,-0.0583497309667246,1.58361883188008,0.126059924984347,-0.137615531683,4
"ERI",2018,0,NA,NA,NA,NA,NA,0.153083276425061,-0.6058792471886,5
"ETH",2018,0,-0.0547208897958422,0.330391814062069,0.00889262332952951,-0.0398771253765884,21.4915673746629,0.260533431290467,-1.2796165943146,8
"KEN",2018,0,-0.0541106818021861,0.340919676224093,0.027616858773464,-0.00836175649087803,23.6995062707775,0.469811302004251,-1.1840906143189,8
"MDG",2018,1,0.00712560889878505,0.270356873141573,0.0196702989812162,-0.0359112579273678,2.94189421009689,0.428364513737902,-0.5794187188149,7
"MWI",2018,1,-0.170402517560956,0.229307551769508,0.00257080575765574,-0.0181416875860651,7.05608445614504,0.28313184106846,-0.4323801696301,7
"MUS",2018,0,-0.037690312029837,0.762374043426562,0.329481893677994,-0.0988072402215957,22.5678479160621,1.12225689740367,0.8686999678612,6
"MOZ",2018,0,-0.298840605583651,3.38281665917569,0.083333764086491,-0.114740309321937,31.2259452161408,0.44725768027631,-0.8245640993118,8
"RWA",2018,0,-0.101094930092162,0.589174728637585,0.0367414698843796,-0.0361141106333923,12.7530652658762,0.549942677825572,0.110401339829,6
"SYC",2018,0,-0.0255310374618815,NA,NA,-0.192777925387065,NA,0.43235391953424,0.687558054924,5
"SOM",2018,0,NA,0.949186271652015,0.556502026884813,NA,0.005357291487532,NA,-2.2603046894074,6
"SSD",2018,0,NA,NA,NA,NA,NA,NA,-2.4428541660309,4
"UGA",2018,0,-0.063295684273555,0.374012069460585,0.0154534014335811,-0.0320416171055702,8.63539986722813,0.499110514177885,-0.7025622725487,8
"TZA",2018,NA,-0.0396874289280444,0.39228671210743,0.0452986304901221,-0.0170441060169976,12.3546607459815,0.553689300490932,-0.57093501091,8
"ZMB",2018,0,-0.0130116266986734,0.894140976790323,0.0236605047311804,-0.0138005996712417,12.8158685064038,0.165775396802347,0.0856043919921,7
"ZWE",2018,0,-0.0403918326353945,0.369557246641115,0.0990672848286552,-0.0209941772858849,11.6886845173006,0.0136052408119989,-0.7227736711502,8
"AGO",2018,0,0.0951578137262662,0.820152675086181,0.0364008741309576,0.0830639671048202,26.4030252565204,0.975465588395366,-0.3356917500496,7
"CMR",2018,1,-0.0352564156128634,0.273826216741618,0.0108395393121905,-0.0164396106417381,14.0645418720094,0.611621244866383,-1.4041675329208,8
"CAF",2018,1,NA,0.35371947578995,0.0397996992176384,NA,NA,0.597025050029127,-2.183385848999,5
"TCD",2018,1,NA,0.288588625705613,0.00278409998401078,NA,NA,0.0465648174944144,-1.4832724332809,6
"COG",2018,NA,NA,0.379168534307245,0.0201550168650292,NA,NA,0.121519617973793,-0.3484042286873,6
"COD",2018,NA,-0.0351562857731842,0.143983552957641,0.00439324083456164,-0.0295904257569684,2.3297474405746,0.0838930762916656,-2.1057810783386,7
"GNQ",2018,0,NA,NA,NA,NA,NA,0.0158502797577463,-0.0923801511526,4
"GAB",2018,1,NA,0.403814957110837,0.0111086938480379,NA,NA,0.346187392184075,-0.2538044452667,6
"STP",2018,0,-0.182244974658076,0.612711202514218,0.0231759400993416,-0.0516777686956796,4.72743808968521,0.29515908863202,0.5223850011826,4
"BWA",2018,0,0.00392947312137253,0.104629370734364,0.0147289944382552,-0.0119702587016581,2.37922094452262,1.05564757974092,0.9709878563881,7
"SWZ",2018,0,0.0130179238583791,0.164216604414639,0.0030773132474362,-0.00839973799009585,2.73262828497459,0.237182940265794,-0.3734438121319,5
"LSO",2018,0,-0.0217783464055414,0.573100129845359,0.000199372866371745,-0.0160071029200564,4.1825552912054,0.333422265436836,-0.1785933375359,5
"NAM",2018,0,-0.0355151025728743,NA,NA,-0.0100535083163637,NA,0.259357458570153,0.691502392292,7
"ZAF",2018,0,-0.0301429491949333,0.445814367877331,0.118438827718047,-0.00381656280177326,24.3411263516984,0.453115634386585,-0.2277793288231,9
"BEN",2018,0,-0.0454919534814522,0.251684073526744,0.00319895880450472,-0.0129223034064426,5.85226413978168,NA,-0.1411756426096,6
"BFA",2018,1,-0.0418372523044735,0.668432430219102,0,-0.0126306316868767,63.1476343836952,NA,-1.0592865943909,7
"CPV",2018,0,-0.0493576943780564,0.898779950782755,0,-0.0479118793127853,5.60741043423242,0.743174755263588,0.8458231687546,5
"CIV",2018,NA,-0.0393801716611502,0.279213405315643,0.00237639226232569,-0.00819973228416242,12.3155204491884,NA,NA,NA
"GMB",2018,NA,-0.080833284862916,0.433022745415692,0.0112436108762295,-0.0511710665704999,11.8827394965774,0.283269218582424,-0.07443100214,6
"GHA",2018,0,-0.0303806256503312,0.350303617375203,0.0542739497542534,-0.0432127148148212,11.710406609224,0.479279089692953,-0.0255167707801,8
"GIN",2018,1,-0.0160638873810808,0.218841434512213,0.0119498163096986,-0.0297789572918876,2.76944625915291,0.366901527734959,-0.8840863704681,6
"GNB",2018,0,-0.0359784945594133,0.394588332452279,0.0198565849394849,-0.0139363671560479,4.09910607044983,NA,-0.6855601668358,4
"LBR",2018,0,-0.196944373252366,0.338199188822991,0,-0.0377268493884788,4.3621127210564,0.290595754866588,-0.2117112874985,8
"MLI",2018,1,-0.0489872590421718,0.269711339180497,0.00637881627048863,-0.0273568948432747,4.21205984102884,NA,-2.0887231826782,7
"MRT",2018,1,-0.130177274187857,0.699199849856373,0.140809675811177,-0.103330300366387,17.4077668621601,0.293525552570161,-0.6292259097099,6
"NER",2018,0,-0.12686912954417,0.249097196339142,0.00473721271377798,-0.0333699896700678,7.87603437589036,NA,-1.3645578622818,6
"NGA",2018,0,0.0172693320593322,0.128521551889758,0,-0.000497175228887522,7.88436213048042,0.996090616057642,-2.101823091507,8
"SEN",2018,0,-0.0958284288530225,0.821120154862147,0.0947706311848335,-0.0343918656309709,15.0031740779477,NA,-0.101474031806,8
"SLE",2018,1,-0.17080494416192,0.430154583436651,0.0461431341578351,-0.0613069806263831,6.23393231257272,0.370170428059488,-0.0852979496121,7
"TGO",2018,1,-0.0259907718519332,0.242539697626354,0.0391210837205258,0.0353165621382771,5.98279177987967,NA,-0.8939124941826,6
"BDI",2017,0,-0.137663828089285,0.223727081560248,9.77021871014179e-05,-0.000113012237437696,9.55400797804711,0.129010040298744,-2.0078692436218,6
"COM",2017,0,-0.0213204235097198,0.173194120729873,0.00102282934095939,-0.0036377656783338,2.98082051223683,0.821659666044893,0.0361180976033,4
"DJI",2017,0,-0.0479510874009856,0.820596376553396,0.100677533129685,-0.0597013597143085,1.71624234389153,0.155508285473284,-0.7368586659431,4
"ERI",2017,0,NA,NA,NA,NA,NA,0.139778189751669,-0.7296760082245,5
"ETH",2017,0,-0.0725029984937887,0.320040686459133,0.0077535230406597,-0.0491270717554003,22.2353979988408,0.193234649755587,-1.6798585653305,8
"KEN",2017,0,-0.0699689377752138,0.328531558346151,0.0323842087355088,-0.0150687292809759,14.5974443871521,0.438989636443885,-1.1319221258164,8
"MDG",2017,1,-0.0022858979938304,0.256741496821672,0.013432385078223,-0.0272375792902034,3.15340771556004,0.436014992455929,-0.3012817502022,8
"MWI",2017,1,-0.174208709938368,0.24178314371241,0.00600336741653567,-0.0108301484385769,6.36554363613987,0.301688671466813,-0.2511639893055,7
"MUS",2017,0,-0.0446441087669975,0.775117394968457,0.382147620282157,-1.83069036686787,17.0043741853135,1.1390061403941,0.9711303710938,6
"MOZ",2017,0,-0.18254565790033,3.50517588493762,0.0823665039931786,-0.173468026118005,24.9012435087294,0.58506958557784,-0.9286561608315,8
"RWA",2017,1,-0.0946048153496465,0.548598132177915,0.0331339638872678,-0.0279200314010336,12.7068520868692,0.532895939518517,0.088095754385,6
"SYC",2017,0,-0.0234644988335145,NA,NA,0.220398002298866,NA,0.418742915811919,0.7933624982834,5
"SOM",2017,0,NA,0.505175890568729,0.146388128240328,NA,0.003494808467742,NA,-2.259042263031,6
"SSD",2017,0,NA,NA,NA,NA,NA,NA,-2.4524722099304,4
"UGA",2017,0,-0.048842502280857,0.379667324856126,0.0153879812567734,-0.0260989994840844,3.65711718047868,0.664914889421887,-0.5716292858124,8
"TZA",2017,NA,-0.0334326474498583,0.401908016840308,0.049102417511592,-0.0175860580123496,9.84416096097204,0.709467391815203,-0.5619286894798,8
"ZMB",2017,0,-0.016812705761785,0.887179110387161,0.0348230508469586,-0.0455896209866233,9.16797330664057,0.260651467142497,0.1462433487177,7
